station_identifier,date,observation_type,observation_value
ASN00086071,18640914,PRCP,0.0
USP00CA0003,18640914,PRCP,0.0
USC00189674,18640914,PRCP,7.9
CA006158350,18640914,TMAX,16.7
CA006158350,18640914,TMIN,6.1
CA006158350,18640914,PRCP,7.4
CA006158350,18640914,SNOW,0.0
HRE00105189,18640914,PRCP,0.0
ASN00067054,18640914,PRCP,0.0
ASN00081003,18640914,PRCP,0.5
ASN00078037,18640914,PRCP,1.3
EIE00101859,18640914,TMAX,16.1
EIE00101859,18640914,TMIN,5.6
EIE00101859,18640914,PRCP,13.5
ASN00040214,18640914,PRCP,0.0
BE000006447,18640914,TMAX,20.0
BE000006447,18640914,TMIN,11.5
AGE00135039,18640914,TMAX,24.0
AGE00135039,18640914,TMIN,17.5
AGE00135039,18640914,PRCP,0.0
USC00047738,18640914,PRCP,0.0
USC00047738,18640914,WT01,0.1
ASN00026020,18640914,PRCP,6.6
NLM00006235,18640914,PRCP,2.8
GME00125218,18640914,TMAX,17.1
GME00125218,18640914,TMIN,7.9
GME00125218,18640914,PRCP,0.0
GME00125218,18640914,SNWD,0.0
NLE00100499,18640914,PRCP,1.4
EZE00100082,18640914,TMAX,16.5
EZE00100082,18640914,TMIN,8.5
EZE00100082,18640914,PRCP,0.0
ITE00100554,18640914,TMAX,22.3
ITE00100554,18640914,TMIN,11.4
ITE00100554,18640914,PRCP,0.0
USC00361920,18640914,PRCP,2.5
ASN00066062,18640914,TMAX,24.8
ASN00066062,18640914,TMIN,16.0
ASN00066062,18640914,PRCP,0.0
ASN00023000,18640914,PRCP,0.0
SW000010537,18640914,PRCP,0.7
AU000005901,18640914,TMAX,15.8
AU000005901,18640914,TMIN,7.8
GM000004204,18640914,TMAX,18.5
GM000004204,18640914,TMIN,4.5
GM000004204,18640914,PRCP,0.5
ASN00075048,18640914,PRCP,3.8
UK000047811,18640914,TMAX,15.9
UK000047811,18640914,TMIN,6.7
UK000047811,18640914,PRCP,8.8
HR000142360,18640914,PRCP,36.1
ASN00084016,18640914,PRCP,0.0
ITE00100553,18640914,PRCP,0.0
ITE00100552,18640914,PRCP,0.0
ITE00105250,18640914,PRCP,0.0
USP00CA0001,18640914,PRCP,0.0
ASN00090015,18640914,TMAX,15.0
ASN00090015,18640914,TMIN,9.4
UK000056225,18640914,TMAX,18.2
UK000056225,18640914,TMIN,6.5
UK000056225,18640914,PRCP,10.7
ASN00026026,18640914,PRCP,4.3
ASN00089049,18640914,PRCP,0.8
SZ000006717,18640914,TMAX,6.5
SZ000006717,18640914,TMIN,-4.6
ITE00100550,18640915,TMAX,23.0
ITE00100550,18640915,TMIN,11.9
ITE00100550,18640915,PRCP,0.0
USC00064757,18640915,PRCP,0.0
SF000208660,18640915,PRCP,0.0
ASN00089000,18640915,PRCP,5.6
SWE00100003,18640915,PRCP,0.0
ASN00086071,18640915,TMAX,14.8
ASN00086071,18640915,TMIN,7.5
ASN00086071,18640915,PRCP,11.4
USP00CA0003,18640915,PRCP,0.0
USC00189674,18640915,PRCP,0.0
CA006158350,18640915,TMAX,17.2
CA006158350,18640915,TMIN,11.7
CA006158350,18640915,PRCP,0.0
CA006158350,18640915,SNOW,0.0
HRE00105189,18640915,PRCP,0.0
ASN00067054,18640915,PRCP,3.6
ASN00081003,18640915,PRCP,9.4
ASN00078037,18640915,PRCP,2.5
EIE00101859,18640915,TMAX,16.7
EIE00101859,18640915,TMIN,4.4
EIE00101859,18640915,PRCP,9.4
ASN00040214,18640915,PRCP,0.0
BE000006447,18640915,TMAX,21.9
BE000006447,18640915,TMIN,12.9
AGE00135039,18640915,TMAX,25.7
AGE00135039,18640915,TMIN,18.5
AGE00135039,18640915,PRCP,0.0
USC00047738,18640915,PRCP,0.0
ASN00026020,18640915,PRCP,7.9
NLM00006235,18640915,PRCP,29.2
GME00125218,18640915,TMAX,19.0
GME00125218,18640915,TMIN,6.6
GME00125218,18640915,PRCP,0.0
GME00125218,18640915,SNWD,0.0
NLE00100499,18640915,PRCP,1.8
EZE00100082,18640915,TMAX,16.8
EZE00100082,18640915,TMIN,6.2
EZE00100082,18640915,PRCP,0.0
ITE00100554,18640915,TMAX,23.6
ITE00100554,18640915,TMIN,16.2
ITE00100554,18640915,PRCP,0.0
USC00361920,18640915,PRCP,7.6
ASN00066062,18640915,TMAX,18.9
ASN00066062,18640915,TMIN,12.7
ASN00066062,18640915,PRCP,4.8
ASN00023000,18640915,PRCP,8.6
SW000010537,18640915,PRCP,0.0
AU000005901,18640915,TMAX,16.9
AU000005901,18640915,TMIN,7.5
GM000004204,18640915,TMAX,18.8
GM000004204,18640915,TMIN,4.0
GM000004204,18640915,PRCP,0.2
ASN00075048,18640915,PRCP,0.0
UK000047811,18640915,TMAX,16.0
UK000047811,18640915,TMIN,5.9
UK000047811,18640915,PRCP,2.4
HR000142360,18640915,PRCP,0.0
ASN00084016,18640915,PRCP,8.6
ITE00100553,18640915,PRCP,0.0
ITE00100552,18640915,PRCP,0.7
ITE00105250,18640915,PRCP,0.0
USP00CA0001,18640915,PRCP,0.0
ASN00090015,18640915,TMAX,13.3
ASN00090015,18640915,TMIN,9.4
UK000056225,18640915,TMAX,17.5
UK000056225,18640915,TMIN,11.7
UK000056225,18640915,PRCP,24.6
ASN00026026,18640915,PRCP,11.2
ASN00089049,18640915,PRCP,11.4
SZ000006717,18640915,TMAX,7.1
SZ000006717,18640915,TMIN,-2.4
ITE00100550,18640916,TMAX,24.6
ITE00100550,18640916,TMIN,15.4
ITE00100550,18640916,PRCP,0.0
USC00064757,18640916,PRCP,0.0
SF000208660,18640916,PRCP,0.0
ASN00089000,18640916,PRCP,0.0
SWE00100003,18640916,PRCP,0.0
ASN00086071,18640916,TMAX,14.7
ASN00086071,18640916,TMIN,6.1
ASN00086071,18640916,PRCP,2.8
USP00CA0003,18640916,PRCP,0.0
USC00189674,18640916,PRCP,0.0
CA006158350,18640916,TMAX,18.3
CA006158350,18640916,TMIN,8.3
CA006158350,18640916,PRCP,0.0
CA006158350,18640916,SNOW,0.0
HRE00105189,18640916,PRCP,0.0
ASN00067054,18640916,PRCP,0.0
ASN00081003,18640916,PRCP,4.1
ASN00078037,18640916,PRCP,0.0
EIE00101859,18640916,TMAX,16.1
EIE00101859,18640916,TMIN,5.0
EIE00101859,18640916,PRCP,0.0
ASN00040214,18640916,PRCP,0.0
BE000006447,18640916,TMAX,22.5
BE000006447,18640916,TMIN,13.4
AGE00135039,18640916,TMAX,26.5
AGE00135039,18640916,TMIN,20.0
AGE00135039,18640916,PRCP,0.0
USC00047738,18640916,PRCP,0.0
ASN00026020,18640916,PRCP,9.1
NLM00006235,18640916,PRCP,0.0
GME00125218,18640916,TMAX,19.5
GME00125218,18640916,TMIN,9.3
GME00125218,18640916,PRCP,0.0
GME00125218,18640916,SNWD,0.0
NLE00100499,18640916,PRCP,13.5
EZE00100082,18640916,TMAX,18.5
EZE00100082,18640916,TMIN,8.3
EZE00100082,18640916,PRCP,0.0
ITE00100554,18640916,TMAX,23.8
ITE00100554,18640916,TMIN,17.0
ITE00100554,18640916,PRCP,0.0
USC00361920,18640916,PRCP,0.0
ASN00066062,18640916,TMAX,17.6
ASN00066062,18640916,TMIN,9.6
ASN00066062,18640916,PRCP,0.0
ASN00023000,18640916,PRCP,3.3
SW000010537,18640916,PRCP,0.0
AU000005901,18640916,TMAX,17.1
AU000005901,18640916,TMIN,9.1
GM000004204,18640916,TMAX,19.9
GM000004204,18640916,TMIN,8.3
GM000004204,18640916,PRCP,0.1
ASN00075048,18640916,PRCP,0.0
UK000047811,18640916,TMAX,15.9
UK000047811,18640916,TMIN,3.7
UK000047811,18640916,PRCP,1.5
HR000142360,18640916,PRCP,0.0
ASN00084016,18640916,PRCP,3.3
ITE00100553,18640916,PRCP,0.0
ITE00100552,18640916,PRCP,0.2
ITE00105250,18640916,PRCP,0.0
USP00CA0001,18640916,PRCP,0.0
ASN00090015,18640916,TMAX,15.0
ASN00090015,18640916,TMIN,7.2
UK000056225,18640916,TMAX,16.8
UK000056225,18640916,TMIN,8.4
UK000056225,18640916,PRCP,0.0
ASN00026026,18640916,PRCP,2.3
ASN00089049,18640916,PRCP,5.8
SZ000006717,18640916,TMAX,4.2
SZ000006717,18640916,TMIN,2.2
ITE00100550,18640917,TMAX,25.4
ITE00100550,18640917,TMIN,15.9
ITE00100550,18640917,PRCP,0.0
USC00064757,18640917,PRCP,0.0
SF000208660,18640917,PRCP,17.3
ASN00089000,18640917,PRCP,0.0
SWE00100003,18640917,PRCP,0.0
ASN00086071,18640917,TMAX,20.5
ASN00086071,18640917,TMIN,9.4
ASN00086071,18640917,PRCP,0.0
USP00CA0003,18640917,PRCP,0.0
USC00189674,18640917,PRCP,0.0
CA006158350,18640917,TMAX,16.7
CA006158350,18640917,TMIN,3.3
CA006158350,18640917,PRCP,0.0
CA006158350,18640917,SNOW,0.0
HRE00105189,18640917,PRCP,0.0
ASN00067054,18640917,PRCP,0.0
ASN00081003,18640917,PRCP,0.0
ASN00078037,18640917,PRCP,0.0
EIE00101859,18640917,TMAX,15.6
EIE00101859,18640917,TMIN,4.4
EIE00101859,18640917,PRCP,9.7
ASN00040214,18640917,PRCP,0.0
BE000006447,18640917,TMAX,18.6
BE000006447,18640917,TMIN,12.7
AGE00135039,18640917,TMAX,27.5
AGE00135039,18640917,TMIN,20.0
AGE00135039,18640917,PRCP,0.0
USC00047738,18640917,PRCP,0.0
ASN00026020,18640917,PRCP,0.8
NLM00006235,18640917,PRCP,1.3
GME00125218,18640917,TMAX,22.5
GME00125218,18640917,TMIN,10.4
GME00125218,18640917,PRCP,0.0
GME00125218,18640917,SNWD,0.0
NLE00100499,18640917,PRCP,0.0
EZE00100082,18640917,TMAX,19.4
EZE00100082,18640917,TMIN,9.3
EZE00100082,18640917,PRCP,0.0
ITE00100554,18640917,TMAX,25.4
ITE00100554,18640917,TMIN,17.8
ITE00100554,18640917,PRCP,0.0
USC00361920,18640917,PRCP,0.0
ASN00066062,18640917,TMAX,19.3
ASN00066062,18640917,TMIN,8.1
ASN00066062,18640917,PRCP,0.0
ASN00023000,18640917,PRCP,0.0
SW000010537,18640917,PRCP,0.0
AU000005901,18640917,TMAX,21.3
AU000005901,18640917,TMIN,13.0
GM000004204,18640917,TMAX,21.3
GM000004204,18640917,TMIN,12.0
GM000004204,18640917,PRCP,0.0
ASN00075048,18640917,PRCP,3.0
UK000047811,18640917,TMAX,15.4
UK000047811,18640917,TMIN,5.0
UK000047811,18640917,PRCP,0.1
HR000142360,18640917,PRCP,0.0
ASN00084016,18640917,PRCP,0.0
ITE00100553,18640917,PRCP,0.0
ITE00100552,18640917,PRCP,0.0
ITE00105250,18640917,PRCP,0.0
USP00CA0001,18640917,PRCP,0.0
ASN00090015,18640917,TMAX,15.6
ASN00090015,18640917,TMIN,10.0
UK000056225,18640917,TMAX,17.1
UK000056225,18640917,TMIN,7.8
UK000056225,18640917,PRCP,20.3
ASN00026026,18640917,PRCP,0.3
ASN00089049,18640917,PRCP,0.0
SZ000006717,18640917,TMAX,4.6
SZ000006717,18640917,TMIN,2.3
ITE00100550,18640918,TMAX,26.8
ITE00100550,18640918,TMIN,16.6
ITE00100550,18640918,PRCP,0.0
USC00064757,18640918,PRCP,0.0
SF000208660,18640918,PRCP,0.0
ASN00089000,18640918,PRCP,0.0
SWE00100003,18640918,PRCP,0.0
ASN00086071,18640918,TMAX,22.7
ASN00086071,18640918,TMIN,9.7
ASN00086071,18640918,PRCP,0.0
USP00CA0003,18640918,PRCP,0.0
USC00189674,18640918,PRCP,0.0
CA006158350,18640918,TMAX,21.1
CA006158350,18640918,TMIN,10.6
CA006158350,18640918,PRCP,21.3
CA006158350,18640918,SNOW,0.0
HRE00105189,18640918,PRCP,0.0
ASN00067054,18640918,PRCP,0.0
ASN00081003,18640918,PRCP,0.0
ASN00078037,18640918,PRCP,0.0
EIE00101859,18640918,TMAX,16.1
EIE00101859,18640918,TMIN,5.0
EIE00101859,18640918,PRCP,4.8
ASN00040214,18640918,PRCP,0.0
BE000006447,18640918,TMAX,17.7
BE000006447,18640918,TMIN,9.9
AGE00135039,18640918,PRCP,0.0
USC00047738,18640918,PRCP,0.0
ASN00026020,18640918,PRCP,0.0
NLM00006235,18640918,PRCP,14.2
GME00125218,18640918,TMAX,17.0
GME00125218,18640918,TMIN,13.4
GME00125218,18640918,PRCP,1.5
GME00125218,18640918,SNWD,0.0
NLE00100499,18640918,PRCP,0.2
EZE00100082,18640918,TMAX,20.4
EZE00100082,18640918,TMIN,13.3
EZE00100082,18640918,PRCP,0.0
ITE00100554,18640918,TMAX,23.5
ITE00100554,18640918,TMIN,15.7
ITE00100554,18640918,PRCP,11.3
USC00361920,18640918,PRCP,0.0
ASN00066062,18640918,TMAX,20.6
ASN00066062,18640918,TMIN,9.8
ASN00066062,18640918,PRCP,0.0
ASN00023000,18640918,PRCP,0.0
SW000010537,18640918,PRCP,16.6
AU000005901,18640918,TMAX,19.3
AU000005901,18640918,TMIN,13.8
GM000004204,18640918,TMAX,17.6
GM000004204,18640918,TMIN,11.9
GM000004204,18640918,PRCP,0.2
ASN00075048,18640918,PRCP,0.0
UK000047811,18640918,TMAX,14.4
UK000047811,18640918,TMIN,8.7
UK000047811,18640918,PRCP,0.9
HR000142360,18640918,PRCP,0.0
ASN00084016,18640918,PRCP,0.0
ITE00100553,18640918,PRCP,0.0
ITE00100552,18640918,PRCP,15.7
ITE00105250,18640918,PRCP,0.0
USP00CA0001,18640918,PRCP,0.0
ASN00090015,18640918,TMAX,16.7
UK000056225,18640918,TMAX,16.8
UK000056225,18640918,TMIN,6.9
UK000056225,18640918,PRCP,0.8
ASN00026026,18640918,PRCP,0.0
ASN00089049,18640918,PRCP,0.0
SZ000006717,18640918,TMAX,5.4
SZ000006717,18640918,TMIN,1.9
ITE00100550,18640919,TMAX,24.9
ITE00100550,18640919,TMIN,18.5
ITE00100550,18640919,PRCP,1.5
USC00064757,18640919,PRCP,12.7
SF000208660,18640919,PRCP,0.0
ASN00089000,18640919,PRCP,0.0
SWE00100003,18640919,PRCP,0.0
ASN00086071,18640919,TMAX,21.3
ASN00086071,18640919,TMIN,10.8
ASN00086071,18640919,PRCP,0.0
USP00CA0003,18640919,PRCP,0.0
USC00189674,18640919,PRCP,0.0
CA006158350,18640919,TMAX,15.0
CA006158350,18640919,TMIN,7.2
CA006158350,18640919,PRCP,0.0
CA006158350,18640919,SNOW,0.0
HRE00105189,18640919,PRCP,0.0
ASN00067054,18640919,PRCP,0.0
ASN00081003,18640919,PRCP,0.0
ASN00078037,18640919,PRCP,0.0
EIE00101859,18640919,TMAX,16.7
EIE00101859,18640919,TMIN,5.6
EIE00101859,18640919,PRCP,0.0
ASN00040214,18640919,PRCP,4.1
BE000006447,18640919,TMAX,17.1
BE000006447,18640919,TMIN,10.5
AGE00135039,18640919,TMAX,26.0
AGE00135039,18640919,TMIN,19.0
AGE00135039,18640919,PRCP,0.0
USC00047738,18640919,PRCP,0.0
ASN00026020,18640919,PRCP,0.0
NLM00006235,18640919,PRCP,0.2
GME00125218,18640919,TMAX,18.4
GME00125218,18640919,TMIN,12.9
GME00125218,18640919,PRCP,0.4
GME00125218,18640919,SNWD,0.0
NLE00100499,18640919,PRCP,0.0
EZE00100082,18640919,TMAX,15.8
EZE00100082,18640919,TMIN,13.1
EZE00100082,18640919,PRCP,7.1
ITE00100554,18640919,TMAX,24.0
ITE00100554,18640919,TMIN,12.4
ITE00100554,18640919,PRCP,0.0
USC00361920,18640919,PRCP,0.0
ASN00066062,18640919,TMAX,19.8
ASN00066062,18640919,TMIN,9.7
ASN00066062,18640919,PRCP,0.3
ASN00023000,18640919,PRCP,0.0
SW000010537,18640919,PRCP,13.4
AU000005901,18640919,TMAX,21.0
AU000005901,18640919,TMIN,14.0
GM000004204,18640919,TMAX,18.4
GM000004204,18640919,TMIN,11.3
GM000004204,18640919,PRCP,0.3
ASN00075048,18640919,PRCP,0.0
UK000047811,18640919,TMAX,14.9
UK000047811,18640919,TMIN,6.9
UK000047811,18640919,PRCP,3.9
HR000142360,18640919,PRCP,16.8
GM000010962,18640919,PRCP,24.1
ASN00084016,18640919,PRCP,0.0
ITE00100553,18640919,PRCP,0.0
ITE00100552,18640919,PRCP,0.6
ITE00105250,18640919,PRCP,0.0
USP00CA0001,18640919,PRCP,0.0
ASN00090015,18640919,TMAX,17.2
ASN00090015,18640919,TMIN,10.0
UK000056225,18640919,TMAX,16.7
UK000056225,18640919,TMIN,6.1
UK000056225,18640919,PRCP,1.0
ASN00026026,18640919,PRCP,0.0
ASN00089049,18640919,PRCP,0.0
SZ000006717,18640919,TMAX,1.8
SZ000006717,18640919,TMIN,-1.8
ITE00100550,18640920,TMAX,20.9
ITE00100550,18640920,TMIN,13.8
ITE00100550,18640920,PRCP,2.6
USC00064757,18640920,PRCP,0.0
SF000208660,18640920,PRCP,0.0
ASN00089000,18640920,PRCP,3.3
SWE00100003,18640920,PRCP,3.2
ASN00086071,18640920,TMAX,26.1
ASN00086071,18640920,TMIN,10.1
ASN00086071,18640920,PRCP,0.0
USP00CA0003,18640920,PRCP,0.0
USC00189674,18640920,PRCP,0.0
CA006158350,18640920,TMAX,21.1
CA006158350,18640920,TMIN,6.1
CA006158350,18640920,PRCP,0.0
CA006158350,18640920,SNOW,0.0
HRE00105189,18640920,PRCP,0.0
ASN00067054,18640920,PRCP,0.0
ASN00081003,18640920,PRCP,0.0
ASN00078037,18640920,PRCP,2.5
EIE00101859,18640920,TMAX,15.6
EIE00101859,18640920,TMIN,4.4
EIE00101859,18640920,PRCP,7.4
ASN00040214,18640920,PRCP,0.0
BE000006447,18640920,TMAX,17.0
BE000006447,18640920,TMIN,8.4
AGE00135039,18640920,TMAX,23.5
AGE00135039,18640920,TMIN,16.0
AGE00135039,18640920,PRCP,0.0
USC00047738,18640920,PRCP,0.0
USC00047738,18640920,WT01,0.1
ASN00026020,18640920,PRCP,0.0
NLM00006235,18640920,PRCP,3.0
GME00125218,18640920,TMAX,16.9
GME00125218,18640920,TMIN,10.8
GME00125218,18640920,PRCP,0.0
GME00125218,18640920,SNWD,0.0
NLE00100499,18640920,PRCP,4.5
EZE00100082,18640920,TMAX,14.6
EZE00100082,18640920,TMIN,11.2
EZE00100082,18640920,PRCP,4.8
ITE00100554,18640920,TMAX,20.2
ITE00100554,18640920,TMIN,9.4
ITE00100554,18640920,PRCP,0.0
USC00361920,18640920,PRCP,0.0
ASN00066062,18640920,TMAX,19.4
ASN00066062,18640920,TMIN,12.9
ASN00066062,18640920,PRCP,0.0
ASN00023000,18640920,PRCP,0.0
SW000010537,18640920,PRCP,35.6
AU000005901,18640920,TMAX,16.3
AU000005901,18640920,TMIN,11.0
GM000004204,18640920,TMAX,16.0
GM000004204,18640920,TMIN,7.9
GM000004204,18640920,PRCP,0.2
ASN00075048,18640920,PRCP,0.0
UK000047811,18640920,TMAX,13.9
UK000047811,18640920,TMIN,7.2
UK000047811,18640920,PRCP,0.5
HR000142360,18640920,PRCP,26.7
ASN00084016,18640920,PRCP,0.0
ITE00100553,18640920,PRCP,0.0
ITE00100552,18640920,PRCP,5.4
ITE00105250,18640920,PRCP,8.9
USP00CA0001,18640920,PRCP,0.0
ASN00090015,18640920,TMAX,16.7
ASN00090015,18640920,TMIN,9.4
UK000056225,18640920,TMAX,18.0
UK000056225,18640920,TMIN,10.6
UK000056225,18640920,PRCP,0.8
ASN00026026,18640920,PRCP,0.0
ASN00089049,18640920,PRCP,0.0
SZ000006717,18640920,TMAX,-1.2
SZ000006717,18640920,TMIN,-4.2
ITE00100550,18640921,TMAX,18.1
ITE00100550,18640921,TMIN,12.3
ITE00100550,18640921,PRCP,5.0
USC00064757,18640921,PRCP,0.0
SF000208660,18640921,PRCP,7.3
ASN00089000,18640921,PRCP,4.1
SWE00100003,18640921,PRCP,1.3
ASN00086071,18640921,TMAX,23.9
ASN00086071,18640921,TMIN,13.9
ASN00086071,18640921,PRCP,0.0
USP00CA0003,18640921,PRCP,0.0
USC00189674,18640921,PRCP,0.0
CA006158350,18640921,TMAX,17.2
CA006158350,18640921,TMIN,6.7
CA006158350,18640921,PRCP,0.0
CA006158350,18640921,SNOW,0.0
HRE00105189,18640921,PRCP,10.3
ASN00067054,18640921,PRCP,0.0
ASN00081003,18640921,PRCP,0.0
ASN00078037,18640921,PRCP,0.0
EIE00101859,18640921,TMAX,16.7
EIE00101859,18640921,TMIN,5.0
EIE00101859,18640921,PRCP,10.4
ASN00040214,18640921,PRCP,0.0
BE000006447,18640921,TMAX,18.1
BE000006447,18640921,TMIN,9.0
AGE00135039,18640921,TMAX,23.5
AGE00135039,18640921,TMIN,16.0
AGE00135039,18640921,PRCP,0.0
USC00047738,18640921,PRCP,0.0
USC00047738,18640921,WT01,0.1
ASN00026020,18640921,PRCP,2.0
NLM00006235,18640921,PRCP,1.8
GME00125218,18640921,TMAX,17.1
GME00125218,18640921,TMIN,9.3
GME00125218,18640921,PRCP,0.0
GME00125218,18640921,SNWD,0.0
NLE00100499,18640921,PRCP,1.9
EZE00100082,18640921,TMAX,17.2
EZE00100082,18640921,TMIN,11.5
EZE00100082,18640921,PRCP,0.0
ITE00100554,18640921,TMAX,23.5
ITE00100554,18640921,TMIN,12.8
ITE00100554,18640921,PRCP,0.0
USC00361920,18640921,PRCP,0.0
ASN00066062,18640921,TMAX,19.8
ASN00066062,18640921,TMIN,10.4
ASN00066062,18640921,PRCP,0.0
ASN00023000,18640921,PRCP,0.0
SW000010537,18640921,PRCP,0.0
AU000005901,18640921,TMAX,16.6
AU000005901,18640921,TMIN,11.5
GM000004204,18640921,TMAX,18.3
GM000004204,18640921,TMIN,6.5
GM000004204,18640921,PRCP,2.1
ASN00075048,18640921,PRCP,1.0
UK000047811,18640921,TMAX,16.9
UK000047811,18640921,TMIN,7.2
UK000047811,18640921,PRCP,2.7
HR000142360,18640921,PRCP,71.4
GM000010962,18640921,PRCP,8.2
ASN00084016,18640921,PRCP,0.0
ITE00100553,18640921,PRCP,0.0
ITE00100552,18640921,PRCP,0.0
ITE00105250,18640921,PRCP,0.0
USP00CA0001,18640921,PRCP,0.0
ASN00090015,18640921,TMAX,18.3
ASN00090015,18640921,TMIN,10.6
UK000056225,18640921,TMAX,18.6
UK000056225,18640921,TMIN,12.1
UK000056225,18640921,PRCP,0.8
ASN00026026,18640921,PRCP,5.3
ASN00089049,18640921,PRCP,0.0
SZ000006717,18640921,TMAX,3.6
SZ000006717,18640921,TMIN,-4.2
ITE00100550,18640922,TMAX,21.3
ITE00100550,18640922,TMIN,14.3
ITE00100550,18640922,PRCP,0.0
USC00064757,18640922,PRCP,0.0
SF000208660,18640922,PRCP,5.8
ASN00089000,18640922,PRCP,0.0
SWE00100003,18640922,PRCP,0.0
ASN00086071,18640922,TMAX,18.3
ASN00086071,18640922,TMIN,14.3
ASN00086071,18640922,PRCP,10.4
USP00CA0003,18640922,PRCP,0.0
USC00189674,18640922,PRCP,0.0
CA006158350,18640922,TMAX,13.9
CA006158350,18640922,TMIN,8.3
CA006158350,18640922,PRCP,0.0
CA006158350,18640922,SNOW,0.0
HRE00105189,18640922,PRCP,29.6
ASN00067054,18640922,PRCP,0.0
ASN00081003,18640922,PRCP,2.0
ASN00078037,18640922,PRCP,4.3
EIE00101859,18640922,TMAX,16.1
EIE00101859,18640922,TMIN,5.0
EIE00101859,18640922,PRCP,14.8
ASN00040214,18640922,PRCP,0.0
BE000006447,18640922,TMAX,18.0
BE000006447,18640922,TMIN,9.1
AGE00135039,18640922,TMAX,23.0
AGE00135039,18640922,TMIN,14.5
AGE00135039,18640922,PRCP,0.0
USC00047738,18640922,PRCP,0.0
USC00047738,18640922,WT01,0.1
ASN00026020,18640922,PRCP,0.0
NLM00006235,18640922,PRCP,0.6
GME00125218,18640922,TMAX,17.0
GME00125218,18640922,TMIN,9.3
GME00125218,18640922,PRCP,0.6
GME00125218,18640922,SNWD,0.0
NLE00100499,18640922,PRCP,0.5
EZE00100082,18640922,TMAX,20.1
EZE00100082,18640922,TMIN,9.0
EZE00100082,18640922,PRCP,0.0
ITE00100554,18640922,TMAX,24.0
ITE00100554,18640922,TMIN,14.3
ITE00100554,18640922,PRCP,0.0
USC00361920,18640922,PRCP,0.0
ASN00066062,18640922,TMAX,21.8
ASN00066062,18640922,TMIN,12.5
ASN00066062,18640922,PRCP,0.0
ASN00023000,18640922,PRCP,0.0
SW000010537,18640922,PRCP,0.0
AU000005901,18640922,TMAX,22.1
AU000005901,18640922,TMIN,13.4
GM000004204,18640922,TMAX,18.1
GM000004204,18640922,TMIN,4.4
GM000004204,18640922,PRCP,0.2
ASN00075048,18640922,PRCP,0.0
UK000047811,18640922,TMAX,16.6
UK000047811,18640922,TMIN,8.2
UK000047811,18640922,PRCP,2.3
HR000142360,18640922,PRCP,15.0
ASN00084016,18640922,PRCP,0.0
ITE00100553,18640922,PRCP,0.0
ITE00100552,18640922,PRCP,0.0
ITE00105250,18640922,PRCP,0.0
USP00CA0001,18640922,PRCP,0.0
ASN00090015,18640922,TMAX,18.9
ASN00090015,18640922,TMIN,12.2
UK000056225,18640922,TMAX,17.5
UK000056225,18640922,TMIN,8.1
UK000056225,18640922,PRCP,3.6
ASN00026026,18640922,PRCP,0.3
ASN00089049,18640922,PRCP,4.3
SZ000006717,18640922,TMAX,7.8
SZ000006717,18640922,TMIN,1.9
ITE00100550,18640923,TMAX,20.9
ITE00100550,18640923,TMIN,15.4
ITE00100550,18640923,PRCP,0.0
USC00064757,18640923,PRCP,0.0
SF000208660,18640923,PRCP,0.3
ASN00089000,18640923,PRCP,0.0
SWE00100003,18640923,PRCP,1.9
ASN00086071,18640923,TMAX,18.7
ASN00086071,18640923,TMIN,10.5
ASN00086071,18640923,PRCP,6.6
USP00CA0003,18640923,PRCP,0.0
USC00189674,18640923,PRCP,0.0
CA006158350,18640923,TMAX,21.1
CA006158350,18640923,TMIN,11.1
CA006158350,18640923,PRCP,2.0
CA006158350,18640923,SNOW,0.0
HRE00105189,18640923,PRCP,19.9
ASN00067054,18640923,PRCP,1.3
ASN00081003,18640923,PRCP,22.9
ASN00078037,18640923,PRCP,0.3
EIE00101859,18640923,TMAX,15.6
EIE00101859,18640923,TMIN,4.4
EIE00101859,18640923,PRCP,8.7
ASN00040214,18640923,PRCP,0.0
BE000006447,18640923,TMAX,18.4
BE000006447,18640923,TMIN,10.3
AGE00135039,18640923,TMAX,23.2
AGE00135039,18640923,TMIN,15.5
AGE00135039,18640923,PRCP,0.0
USC00047738,18640923,PRCP,0.0
USC00047738,18640923,WT01,0.1
ASN00026020,18640923,PRCP,1.5
NLM00006235,18640923,PRCP,1.3
GME00125218,18640923,TMAX,15.9
GME00125218,18640923,TMIN,9.6
GME00125218,18640923,PRCP,0.0
GME00125218,18640923,SNWD,0.0
NLE00100499,18640923,PRCP,0.9
EZE00100082,18640923,TMAX,17.7
EZE00100082,18640923,TMIN,14.3
EZE00100082,18640923,PRCP,22.0
ITE00100554,18640923,TMAX,24.6
ITE00100554,18640923,TMIN,13.6
ITE00100554,18640923,PRCP,0.0
USC00361920,18640923,PRCP,0.0
ASN00066062,18640923,TMAX,23.2
ASN00066062,18640923,TMIN,15.7
ASN00066062,18640923,PRCP,0.8
ASN00023000,18640923,PRCP,3.0
SW000010537,18640923,PRCP,3.3
AU000005901,18640923,TMAX,21.9
AU000005901,18640923,TMIN,13.0
GM000004204,18640923,TMAX,17.6
GM000004204,18640923,TMIN,7.0
GM000004204,18640923,PRCP,0.9
ASN00075048,18640923,PRCP,41.1
UK000047811,18640923,TMAX,14.8
UK000047811,18640923,TMIN,7.2
UK000047811,18640923,PRCP,0.6
HR000142360,18640923,PRCP,6.3
ASN00084016,18640923,PRCP,10.7
